Product_Name,Customer_Name,date_time,Price_Product,Customer_email,Name_cashier,mobile_number,Transportation_fare,amount_discount,Amount_received
Bulgar,Etan,11/14/2023,$1.76 ,ndiruggiero9x@issuu.com,Northrop,906-310-1543,$4.44 ,$5.61 ,$3.08 
Tuna - Yellowfin,Manny,10/24/2023,$6.10 ,pevensden9y@hexun.com,Pavlov,171-211-2848,$7.65 ,$6.85 ,$0.58 
"Wine - Cahors Ac 2000, Clos",Gina,11/6/2023,$7.99 ,lmertel9z@shinystat.com,Lurette,320-629-3004,$2.48 ,$2.20 ,$3.72 
"Cheese - Woolwich Goat, Log",Rennie,7/16/2023,$6.19 ,debbettsa0@ebay.co.uk,Duky,136-458-1443,$8.72 ,$3.45 ,$1.98 
Pepper - Sorrano,Julita,12/19/2023,$9.62 ,nbraynea1@parallels.com,Nicol,490-674-0773,$1.99 ,$6.93 ,$8.05 
"Red Snapper - Fillet, Skin On",Smitty,1/28/2023,$4.78 ,mshortlanda2@senate.gov,Myles,755-489-9868,$9.04 ,$0.61 ,$5.93 
Crackers - Soda / Saltins,Arabele,11/20/2023,$7.93 ,uparlota3@biblegateway.com,Urbano,746-891-7867,$5.91 ,$8.77 ,$2.34 
Lettuce - Radicchio,Brena,11/21/2023,$5.31 ,jhardstaffa4@cdbaby.com,John,336-732-0246,$6.16 ,$1.62 ,$8.92 
Beer - True North Strong Ale,Constanta,8/22/2023,$5.74 ,rlanta5@wiley.com,Rebbecca,949-385-8338,$8.46 ,$3.16 ,$4.93 
Eggroll,Dulcea,5/8/2023,$8.48 ,flaughreya6@cafepress.com,Frances,514-359-2725,$6.55 ,$3.15 ,$8.50 
Crackers - Water,Reinhard,9/30/2023,$0.01 ,swaymonta7@devhub.com,Stanwood,665-140-2907,$2.60 ,$0.26 ,$2.00 
Muffin Mix - Raisin Bran,Germain,12/10/2023,$3.84 ,dtayta8@blogspot.com,Drusi,481-206-8732,$1.84 ,$3.48 ,$5.52 
Sproutsmustard Cress,Cassaundra,7/22/2023,$5.28 ,lthrippa9@odnoklassniki.ru,Lawry,376-362-0122,$0.99 ,$9.61 ,$2.66 
"Salmon - Atlantic, Skin On",Dionysus,5/23/2023,$4.29 ,upeirceaa@acquirethisname.com,Ulrica,293-893-1916,$9.71 ,$0.65 ,$1.16 
"Jam - Blackberry, 20 Ml Jar",Molly,10/18/2023,$1.41 ,cmcalisterab@msu.edu,Cecelia,246-341-0279,$3.71 ,$9.55 ,$1.52 
"Wine - Magnotta, White",Jackelyn,4/23/2023,$2.77 ,agradyac@printfriendly.com,Amanda,232-377-3584,$5.73 ,$6.64 ,$7.66 
Flour - Chickpea,Frances,1/14/2023,$9.13 ,gcopnerad@printfriendly.com,Gayler,943-109-6351,$1.82 ,$4.55 ,$2.90 
Yucca,Tamas,9/2/2023,$6.49 ,wfeatherstoneae@hatena.ne.jp,Waldon,499-303-4505,$4.15 ,$5.31 ,$4.54 
Beef Dry Aged Tenderloin Aaa,Kelsi,4/30/2023,$4.46 ,sstockbridgeaf@alexa.com,Sonni,866-829-5797,$8.05 ,$7.69 ,$8.99 
Sauce - Sesame Thai Dressing,Stefania,7/3/2023,$8.84 ,wmcquillinag@ox.ac.uk,Whittaker,387-333-3249,$9.95 ,$7.67 ,$4.02 
Grapes - Red,Marlee,12/11/2023,$6.31 ,kpulmanah@fastcompany.com,Kalinda,876-870-1967,$7.93 ,$3.30 ,$1.48 
Bread - Sour Batard,Viviyan,8/1/2023,$5.48 ,amacnockaterai@about.me,Arley,403-156-2673,$7.67 ,$3.81 ,$4.65 
Peppercorns - Pink,Hatti,8/31/2023,$6.08 ,mthechamaj@ovh.net,Murdock,972-625-9822,$2.36 ,$9.02 ,$9.38 
"Pasta - Gnocchi, Potato",Davide,8/14/2023,$4.59 ,bstroulgerak@latimes.com,Bennett,316-878-4589,$3.41 ,$5.42 ,$7.92 
Wine - Ej Gallo Sierra Valley,Britney,7/12/2023,$1.85 ,gromeufal@buzzfeed.com,Graham,149-569-5059,$3.25 ,$3.96 ,$6.18 
"Tart Shells - Sweet, 2",Nanice,3/29/2023,$2.91 ,ploutheaneam@ucsd.edu,Porty,205-404-5855,$2.18 ,$3.82 ,$0.28 
The Pop Shoppe Pinapple,Freemon,5/26/2023,$0.12 ,gieldenan@360.cn,Goldina,425-499-1103,$2.67 ,$4.58 ,$3.04 
Sauce - Plum,Xymenes,12/22/2023,$4.86 ,jdirobertoao@live.com,Jimmy,656-252-5095,$6.37 ,$9.05 ,$1.29 
Bread - French Stick,Allie,5/4/2023,$3.77 ,ksalzbergap@nyu.edu,Korrie,160-236-9312,$3.53 ,$8.12 ,$1.95 
"Lettuce - Mini Greens, Whole",Titus,1/18/2023,$7.60 ,gslefordaq@mozilla.com,Gerhardine,104-924-1644,$4.53 ,$7.20 ,$7.99 
Apron,Ashlee,9/4/2023,$2.48 ,tsecombear@cdbaby.com,Thurston,950-234-2256,$9.39 ,$4.67 ,$2.79 
Beer - Moosehead,Hayes,8/19/2023,$7.39 ,crobuchonas@earthlink.net,Corrine,138-642-8544,$3.12 ,$5.86 ,$1.43 
Corn Meal,Barton,5/26/2023,$3.86 ,gdobbieat@ning.com,Gustav,145-287-1078,$5.14 ,$4.01 ,$2.54 
Cake - Night And Day Choclate,Lynn,3/25/2023,$4.42 ,ckirtleyau@latimes.com,Charla,244-601-1369,$2.66 ,$8.55 ,$9.50 
"Yogurt - Banana, 175 Gr",Levon,10/14/2023,$3.79 ,nduligalav@geocities.jp,Nonnah,152-535-0504,$3.82 ,$8.74 ,$1.53 
Cake - Mini Potato Pancake,Elsie,12/7/2023,$6.06 ,lmckeeveraw@miitbeian.gov.cn,Lurette,622-681-7275,$3.30 ,$6.57 ,$3.67 
Wine - Sauvignon Blanc Oyster,Luigi,11/4/2023,$9.14 ,msallansax@xrea.com,Missie,135-222-6375,$2.28 ,$5.86 ,$8.27 
Tea - Herbal Sweet Dreams,Dagmar,11/29/2023,$9.66 ,clanphereay@boston.com,Craig,986-532-2808,$7.25 ,$0.67 ,$5.55 
Rappini - Andy Boy,Fons,9/14/2023,$7.29 ,ctraineraz@wired.com,Corilla,189-789-4866,$4.64 ,$3.25 ,$2.73 
Limes,Deanne,12/18/2023,$2.28 ,adabesb0@oracle.com,Agnella,635-851-8499,$2.72 ,$4.90 ,$3.13 
Cup - 4oz Translucent,Arlin,10/24/2023,$6.51 ,kedelmanb1@bing.com,Kirsten,122-353-8852,$7.19 ,$9.90 ,$4.59 
Pork - Ground,Josepha,9/5/2023,$7.20 ,lgentiryb2@loc.gov,Laureen,116-391-5695,$3.54 ,$1.27 ,$6.76 
Cactus Pads,Garner,7/15/2023,$1.69 ,cbraxtonb3@etsy.com,Cherianne,166-729-1571,$5.01 ,$0.18 ,$8.04 
Dasheen,Celina,2/11/2023,$4.45 ,sbarenskib4@thetimes.co.uk,Salem,447-667-1714,$3.27 ,$4.41 ,$0.25 
"Pasta - Penne, Lisce, Dry",Sharla,5/4/2023,$3.69 ,egowlerb5@twitpic.com,Ellerey,618-788-2823,$8.04 ,$9.23 ,$0.88 
Sugar - Cubes,Nana,7/27/2023,$3.86 ,rivanilovb6@1und1.de,Rahal,655-197-6578,$9.93 ,$8.23 ,$5.42 
Cheese - Pied De Vents,Hana,8/18/2023,$1.06 ,aharkesb7@cpanel.net,Archibaldo,283-974-1092,$3.17 ,$3.16 ,$3.43 
"Basil - Primerba, Paste",Corri,8/2/2023,$7.85 ,bgidmanb8@macromedia.com,Barbette,598-223-9321,$5.83 ,$7.00 ,$4.49 
Chocolate - White,Catriona,3/30/2023,$5.86 ,edonlonb9@kickstarter.com,Evaleen,122-257-3885,$2.10 ,$9.39 ,$5.45 
Longos - Penne With Pesto,Uriah,11/6/2023,$3.83 ,jbendinba@hugedomains.com,Jean,312-262-0395,$4.78 ,$9.89 ,$0.61 
Transfer Sheets,Avrom,5/31/2023,$9.54 ,mbathowebb@independent.co.uk,Modesty,891-767-8980,$5.25 ,$4.19 ,$4.86 
Wakami Seaweed,Mina,10/17/2023,$2.69 ,bgreenleybc@ezinearticles.com,Bucky,467-718-7788,$8.04 ,$6.47 ,$8.93 
Soup - Campbells - Tomato,Timothee,9/2/2023,$7.00 ,eharmbd@prnewswire.com,Elden,975-206-4203,$0.68 ,$0.44 ,$0.14 
Lobster - Cooked,Addie,12/15/2023,$9.70 ,tcardenasbe@homestead.com,Teresita,488-769-0181,$3.03 ,$6.81 ,$8.58 
Nori Sea Weed - Gold Label,Carny,12/26/2023,$1.21 ,estaggebf@baidu.com,Eugenius,827-657-6580,$9.43 ,$7.14 ,$3.02 
"Split Peas - Green, Dry",Genny,5/22/2023,$7.84 ,tteglerbg@usnews.com,Terrill,570-121-8983,$4.32 ,$7.41 ,$2.79 
Wine - Vouvray Cuvee Domaine,Stacey,1/17/2023,$3.32 ,mteasdalebh@cocolog-nifty.com,Malissa,634-989-5289,$8.28 ,$1.66 ,$7.19 
Bread - Raisin Walnut Oval,Tamarah,8/15/2023,$1.96 ,mheakinsbi@netscape.com,Marian,892-461-7133,$1.54 ,$5.73 ,$9.27 
Juice - Lime,Melisse,11/5/2023,$2.47 ,sfellgatebj@netvibes.com,Stephine,169-532-4612,$2.40 ,$6.00 ,$2.39 
Squash - Butternut,Frankie,4/18/2023,$8.03 ,jslimmonbk@mapy.cz,Joline,325-579-2879,$0.45 ,$9.10 ,$2.10 
Pepper - Green Thai,Wallis,7/9/2023,$7.74 ,ebouzanbl@exblog.jp,Ethel,386-566-7361,$2.47 ,$0.22 ,$1.59 
Pork - Caul Fat,Sandye,6/11/2023,$7.30 ,ltwinnbm@unc.edu,Loise,430-723-0831,$9.65 ,$7.82 ,$6.37 
Wine - Clavet Saint Emilion,Harcourt,4/2/2023,$0.19 ,cimlawbn@disqus.com,Clement,165-996-1832,$5.29 ,$8.06 ,$0.13 
"Pasta - Detalini, White, Fresh",Esma,5/14/2023,$0.54 ,jstovoldbo@hud.gov,Jae,125-378-8366,$8.82 ,$4.41 ,$5.57 
Beans - Wax,Jon,5/10/2023,$5.71 ,dwilderbp@globo.com,Dulci,773-627-1808,$8.62 ,$3.12 ,$7.82 
Wine - Tribal Sauvignon,Janie,11/29/2023,$7.20 ,ssedworthbq@networksolutions.com,Serena,173-998-8075,$2.90 ,$9.87 ,$1.53 
"Chilli Paste, Ginger Garlic",Bogart,4/11/2023,$8.54 ,bmattiazzibr@wufoo.com,Benyamin,183-695-6382,$2.30 ,$6.98 ,$2.55 
"Beef - Rib Roast, Cap On",Caleb,3/17/2023,$3.39 ,dleemingbs@mayoclinic.com,Della,333-517-9295,$8.15 ,$6.85 ,$8.56 
Sauce - Vodka Blush,Shelba,3/8/2023,$6.19 ,mranscombebt@homestead.com,Margy,802-694-6602,$3.01 ,$1.52 ,$1.01 
"Lamb - Whole Head Off,nz",Alasteir,5/5/2023,$0.77 ,sperchbu@ning.com,Stacie,695-712-5049,$7.78 ,$6.85 ,$1.64 
Wine - Saint Emilion Calvet,Brewster,11/28/2023,$6.37 ,nsparhawkbv@delicious.com,Niccolo,573-535-1226,$4.91 ,$8.05 ,$9.28 
Guinea Fowl,Kerrill,12/3/2023,$1.48 ,nogormanbw@linkedin.com,Nicolette,377-500-8270,$3.66 ,$6.21 ,$0.21 
"Oregano - Dry, Rubbed",Fraser,8/4/2023,$6.16 ,tligertwoodbx@paypal.com,Thorpe,851-656-3917,$7.95 ,$6.97 ,$1.27 
"Coke - Classic, 355 Ml",Charita,11/8/2023,$1.92 ,lchamberlayneby@stanford.edu,Lorri,412-462-5051,$8.24 ,$4.68 ,$0.36 
Chocolate - Compound Coating,Hana,5/26/2023,$6.61 ,pburgerbz@archive.org,Paco,425-712-0382,$4.92 ,$0.24 ,$8.27 
Roe - White Fish,Dimitri,7/23/2023,$4.52 ,nwordingtonc0@amazon.de,Natalya,677-699-4311,$0.50 ,$1.36 ,$6.48 
Creme De Menthe Green,Ives,3/4/2023,$9.20 ,kantonionic1@scientificamerican.com,Kimmy,666-811-2436,$4.26 ,$9.64 ,$7.14 
Pumpkin - Seed,Biron,5/20/2023,$1.01 ,amordeyc2@ameblo.jp,Ardella,890-302-6021,$9.40 ,$3.33 ,$3.87 
Appetizer - Asian Shrimp Roll,Leontine,7/25/2023,$8.33 ,aschopsc3@amazon.com,Alvie,988-157-7833,$8.47 ,$6.22 ,$5.52 
Soup - Campbells Beef Stew,Ophelia,4/23/2023,$1.12 ,mpittemc4@xing.com,Maddie,665-546-4905,$4.60 ,$6.16 ,$5.35 
Milk - Chocolate 500ml,Tallie,5/8/2023,$2.71 ,mroskellyc5@wikispaces.com,Merwyn,720-486-3048,$0.47 ,$3.74 ,$8.90 
Gherkin - Sour,Ettore,2/5/2023,$2.35 ,bdelamarc6@columbia.edu,Berke,915-782-7654,$7.75 ,$5.09 ,$3.10 
Tomatillo,Sheffy,10/25/2023,$5.04 ,orivalandc7@wordpress.org,Odele,792-582-9231,$6.99 ,$4.48 ,$9.56 
"Chocolate - Pistoles, White",Marjorie,6/19/2023,$8.33 ,glittlechildc8@booking.com,Ginnie,256-580-2892,$7.81 ,$4.73 ,$2.53 
Dikon,Nicol,2/16/2023,$2.76 ,kbiggerstaffc9@utexas.edu,Karlen,615-616-4183,$0.35 ,$6.60 ,$9.16 
"Juice - Clam, 46 Oz",Christina,9/18/2023,$5.82 ,lchadbourneca@prnewswire.com,Linn,921-830-1917,$1.66 ,$9.74 ,$2.26 
"Wine - Red, Gamay Noir",Gnni,7/31/2023,$0.69 ,gphipsoncb@accuweather.com,Germain,362-164-9646,$7.18 ,$3.59 ,$7.53 
Pimento - Canned,Whitby,2/28/2023,$3.93 ,smattersoncc@list-manage.com,Sidonnie,818-641-2788,$0.64 ,$4.74 ,$5.65 
Tomatoes - Grape,Gerrie,11/12/2023,$0.86 ,jmolancd@google.com,Jehanna,731-379-4531,$3.55 ,$1.81 ,$0.98 
"Lamb - Whole, Fresh",Meghann,3/24/2023,$9.14 ,smoorfieldce@usa.gov,Stephana,537-688-4873,$8.90 ,$4.30 ,$8.61 
Bread - English Muffin,Flin,4/17/2023,$5.13 ,ncoatecf@amazon.de,Noella,116-188-2862,$8.94 ,$6.47 ,$4.26 
The Pop Shoppe Pinapple,Marcello,11/25/2023,$4.60 ,pwakefieldcg@marketwatch.com,Paula,807-181-1837,$4.28 ,$7.61 ,$8.95 
Veal Inside - Provimi,Jocelyn,8/18/2023,$2.01 ,ucastagnetoch@bbb.org,Urban,159-168-9879,$7.05 ,$1.34 ,$6.22 
"Soup - Campbells, Butternut",Vasilis,8/27/2023,$5.36 ,achristopheci@amazon.de,Ade,559-456-2847,$4.24 ,$9.23 ,$4.31 
Wakami Seaweed,Lilian,9/29/2023,$1.00 ,bsecretcj@creativecommons.org,Britney,564-691-4449,$3.27 ,$4.30 ,$5.12 
Lettuce - Frisee,Gina,2/18/2023,$2.17 ,faudusck@altervista.org,Freemon,304-485-1460,$3.30 ,$9.06 ,$2.42 
"Wine - White, Antinore Orvieto",Blake,12/21/2023,$6.34 ,lraglescl@timesonline.co.uk,Lonee,954-808-1333,$1.00 ,$9.58 ,$5.52 
Dill Weed - Dry,Addy,8/21/2023,$5.74 ,gdoolercm@google.com.hk,Gussy,392-184-7133,$2.27 ,$4.85 ,$4.85 
Table Cloth 62x120 Colour,Dotti,4/20/2023,$0.31 ,crobiccn@youku.com,Chrissy,913-313-0871,$3.17 ,$2.40 ,$8.08 
Syrup - Monin - Granny Smith,Kara-lynn,5/25/2023,$1.87 ,jhalpineco@wikimedia.org,Jocelyne,449-809-3414,$3.38 ,$9.13 ,$9.30 
Cheese - Cheddarsliced,Sharline,6/26/2023,$5.30 ,eurlingcp@ucla.edu,Earvin,357-613-1340,$4.82 ,$7.44 ,$2.48 
"Mushroom - Morels, Dry",Johnny,7/24/2023,$6.98 ,cdinnagecq@baidu.com,Chauncey,326-429-5293,$3.53 ,$0.81 ,$1.87 
"Cheese - Havarti, Roasted Garlic",Luke,2/23/2023,$6.64 ,aunthankcr@sfgate.com,Ailene,246-362-6852,$1.20 ,$7.97 ,$3.87 
Wine - Vidal Icewine Magnotta,Vincenty,6/7/2023,$4.76 ,caynscombecs@un.org,Chic,130-993-0604,$1.89 ,$9.72 ,$5.94 
Cookie Trail Mix,Analise,7/23/2023,$2.11 ,nbuglassct@e-recht24.de,Nils,440-842-4866,$3.16 ,$1.44 ,$2.12 
Mangoes,Emmanuel,7/28/2023,$4.73 ,kettelscu@edublogs.org,Katie,853-113-8066,$3.79 ,$6.65 ,$3.99 
Bread - Flat Bread,Francesco,3/6/2023,$8.76 ,ktraillcv@npr.org,Kimmi,837-677-5281,$5.73 ,$8.42 ,$4.83 
Plate Foam Laminated 9in Blk,Larine,7/4/2023,$8.25 ,vvanniekerkcw@ameblo.jp,Valentia,430-910-0871,$9.18 ,$1.29 ,$4.24 
Turkey - Oven Roast Breast,Osbert,8/26/2023,$8.73 ,afillscx@csmonitor.com,Allianora,834-378-9765,$8.42 ,$5.20 ,$6.64 
Lamb - Shoulder,Talbert,1/11/2023,$4.44 ,ldewercy@chron.com,Lyndsey,358-195-5491,$1.12 ,$9.71 ,$1.79 
Pie Pecan,Mufinella,5/28/2023,$2.29 ,mgabbottcz@dailymail.co.uk,Minnnie,779-305-7965,$1.07 ,$2.96 ,$3.54 
Table Cloth 62x114 Colour,Delmor,11/19/2023,$7.35 ,gcavied0@webmd.com,Gael,914-754-0069,$6.86 ,$6.86 ,$9.83 
Pork - Smoked Back Bacon,Myles,3/20/2023,$2.94 ,dmccullaghd1@ning.com,Dudley,172-900-6428,$6.34 ,$6.22 ,$8.97 
"Juice - Grapefruit, 341 Ml",Harmony,10/14/2023,$6.33 ,wthalmannd2@ihg.com,Wrennie,154-189-7434,$6.88 ,$6.58 ,$4.84 
Sauce - Alfredo,Hedda,11/5/2023,$6.60 ,scrumlyd3@telegraph.co.uk,Suzi,417-468-0987,$1.47 ,$6.27 ,$0.60 
"Yogurt - Raspberry, 175 Gr",Robby,12/9/2023,$2.27 ,kskillicornd4@cisco.com,Kaine,795-107-9126,$5.58 ,$9.90 ,$4.52 
Pancetta,Kristian,1/8/2023,$3.16 ,mbreydind5@unicef.org,Margie,691-357-9917,$1.06 ,$7.88 ,$1.16 
Beef - Kobe Striploin,Ken,3/4/2023,$9.04 ,dschultesd6@dropbox.com,Danice,353-457-4986,$2.66 ,$3.18 ,$1.89 
Lobster - Base,Hal,5/9/2023,$3.67 ,bvinsond7@alexa.com,Brannon,581-469-1176,$8.34 ,$8.18 ,$9.43 
Radish - Pickled,Shandy,2/6/2023,$9.78 ,pdreigherd8@noaa.gov,Peyter,467-951-2792,$6.34 ,$9.75 ,$3.61 
"Radish - Black, Winter, Organic",Abbie,8/21/2023,$0.92 ,klearoydd9@shutterfly.com,Karyn,655-495-2347,$8.66 ,$9.98 ,$2.57 
Persimmons,Bibbie,3/4/2023,$1.95 ,eescoffreyda@mail.ru,Emalia,654-254-7924,$0.66 ,$8.15 ,$4.15 
Chef Hat 20cm,Graig,2/7/2023,$3.10 ,icrewdb@ox.ac.uk,Iris,466-260-3704,$8.89 ,$4.31 ,$7.27 
Beef Tenderloin Aaa,Michelina,8/9/2023,$6.05 ,cgillbarddc@opensource.org,Crystie,421-643-2512,$1.14 ,$3.94 ,$7.11 
Oil - Shortening - All - Purpose,Hermione,7/5/2023,$3.84 ,flittelldd@zimbio.com,Flora,363-671-4115,$4.36 ,$9.01 ,$8.76 
Cheese - Fontina,Elinore,5/2/2023,$2.83 ,cdimmickde@nationalgeographic.com,Clayton,638-796-9021,$1.09 ,$6.98 ,$1.45 
Rice - Wild,Lorettalorna,12/19/2023,$0.63 ,ilivockdf@foxnews.com,Issy,343-259-7680,$6.82 ,$6.21 ,$8.28 
"Liners - Banana, Paper",Gayla,2/14/2023,$4.62 ,tcoggindg@oracle.com,Thatcher,901-400-3278,$4.83 ,$7.92 ,$3.75 
Table Cloth 81x81 White,Tallie,10/28/2023,$5.04 ,imilliondh@oaic.gov.au,Ilise,666-469-4043,$8.95 ,$5.60 ,$5.06 
Parasol Pick Stir Stick,Emilia,3/11/2023,$7.53 ,otyredi@bloglines.com,Orrin,363-635-6223,$9.03 ,$0.59 ,$5.11 
Dates,Nilson,10/7/2023,$8.46 ,mgaytherdj@creativecommons.org,Meggi,846-346-3915,$4.66 ,$7.42 ,$0.78 
Ecolab - Solid Fusion,Matthew,10/12/2023,$9.23 ,awagerfielddk@nifty.com,Anselma,726-605-0117,$1.88 ,$0.57 ,$3.50 
Wine - Manischewitz Concord,Tabby,2/19/2023,$6.01 ,gnuddsdl@bravesites.com,Gwynne,217-653-3535,$7.28 ,$1.20 ,$9.85 
"Soup - Campbells, Butternut",Pavia,5/6/2023,$3.97 ,bwartersdm@theguardian.com,Binny,886-358-9944,$6.07 ,$3.37 ,$3.37 
Kellogs Raisan Bran Bars,Boycey,10/22/2023,$1.00 ,nminchidn@sourceforge.net,Nettle,325-604-6316,$2.51 ,$4.16 ,$9.86 
Cookie Dough - Double,Ryan,3/30/2023,$6.35 ,edeambrosido@gov.uk,Eliza,100-800-1637,$0.90 ,$0.85 ,$9.52 
Pate Pans Yellow,Rickie,6/16/2023,$3.36 ,bbanaszczykdp@alexa.com,Beale,873-618-7018,$2.43 ,$0.87 ,$0.27 
Extract Vanilla Pure,Niven,1/1/2024,$3.76 ,csiddalldq@fc2.com,Clio,196-301-0115,$9.97 ,$6.71 ,$9.55 
Wine - Delicato Merlot,Reeta,1/27/2023,$2.50 ,dsteaddr@ox.ac.uk,Derek,745-779-2532,$4.99 ,$6.61 ,$9.62 
Carroway Seed,Dennis,8/14/2023,$1.31 ,rkelsellds@topsy.com,Rourke,569-537-8308,$3.43 ,$8.23 ,$4.66 
Wine - Cava Aria Estate Brut,Karlyn,2/5/2023,$2.82 ,jskocroftdt@java.com,Jehanna,958-531-9172,$5.71 ,$9.85 ,$9.49 
Rice - Long Grain,Alric,9/30/2023,$9.68 ,etunsleydu@squidoo.com,Evie,226-508-9976,$4.16 ,$7.10 ,$1.11 
Nantucket - Orange Mango Cktl,Marco,1/3/2023,$8.57 ,shaversdv@newsvine.com,Sayres,876-305-2144,$2.33 ,$3.69 ,$8.35 
Greens Mustard,Lusa,5/23/2023,$6.16 ,bdiranddw@mayoclinic.com,Beverlie,932-355-1032,$3.86 ,$1.93 ,$4.62 
Energy Drink,Gwendolyn,12/1/2023,$6.16 ,msteckingsdx@cbsnews.com,Melonie,788-401-9386,$7.39 ,$2.72 ,$5.71 
Pork - Ground,Amelia,4/6/2023,$7.03 ,gmableydy@go.com,Gloria,347-905-9795,$8.97 ,$0.62 ,$7.78 
Salmon Atl.whole 8 - 10 Lb,Elenore,3/8/2023,$3.46 ,rmeenandz@harvard.edu,Rem,574-437-9020,$0.87 ,$5.59 ,$8.14 
Beef - Top Sirloin,Jyoti,9/27/2023,$0.79 ,zkeale0@springer.com,Zea,464-678-0736,$1.59 ,$9.50 ,$0.53 
Icecream - Dstk Cml And Fdg,Shane,12/13/2023,$9.98 ,otaberere1@berkeley.edu,Orazio,349-574-2703,$2.69 ,$3.59 ,$1.85 
Pasta - Agnolotti - Butternut,Lilly,10/18/2023,$0.75 ,sbullcocke2@epa.gov,Stanislaw,825-771-0935,$7.65 ,$5.66 ,$0.12 
Raisin - Golden,Vania,10/4/2023,$1.28 ,thushe3@360.cn,Tommi,577-982-1845,$3.01 ,$6.02 ,$2.83 
Campari,Mariam,6/11/2023,$0.86 ,sconringe4@tiny.cc,Sibella,874-489-5244,$2.65 ,$9.12 ,$5.85 
Bread - Ciabatta Buns,Cal,2/27/2023,$5.03 ,psmelliee5@cbsnews.com,Pennie,880-355-2862,$2.22 ,$9.38 ,$5.74 
"Cake Circle, Foil, Scallop",Efren,12/28/2023,$6.85 ,lthackeraye6@amazon.com,Leontine,213-944-9259,$5.26 ,$3.30 ,$8.29 
Bay Leaf Ground,Donielle,7/13/2023,$2.35 ,kvedntyeve7@dot.gov,Konstantin,534-925-2872,$2.17 ,$4.41 ,$4.01 
Corn - Mini,Vladimir,10/3/2023,$2.42 ,cstegele8@dropbox.com,Chalmers,584-315-3142,$5.15 ,$9.51 ,$5.50 
Cheese - Taleggio D.o.p.,Chrissie,7/22/2023,$4.92 ,ybenete9@google.it,Yolanda,568-445-4756,$5.43 ,$6.89 ,$5.56 
Bag - Regular Kraft 20 Lb,Basilius,10/31/2023,$3.68 ,mablewhiteea@digg.com,Mariquilla,731-333-2686,$4.36 ,$3.15 ,$0.33 
Chips Potato Swt Chilli Sour,Dania,8/18/2023,$1.69 ,swetwoodeb@princeton.edu,Sella,841-596-4850,$5.57 ,$0.37 ,$2.48 
Cake - Box Window 10x10x2.5,Von,6/2/2023,$6.48 ,mpayzeec@ted.com,Melisent,225-731-9587,$9.92 ,$2.42 ,$1.72 
"Pasta - Fusili, Dry",Hartwell,6/25/2023,$4.74 ,tmerrelled@blinklist.com,Tildy,994-839-2337,$4.59 ,$7.60 ,$4.35 
Lentils - Green Le Puy,Pandora,7/19/2023,$2.18 ,wtremblettee@about.com,Willetta,384-147-7616,$5.72 ,$5.10 ,$3.33 
"Lentils - Red, Dry",Janis,1/1/2024,$9.39 ,arevittef@vkontakte.ru,Amby,106-684-0125,$8.72 ,$1.22 ,$0.15 
"Pepper - Chipotle, Canned",Twila,4/24/2023,$7.00 ,amackeegeg@infoseek.co.jp,Adorne,946-268-6345,$3.30 ,$8.05 ,$1.75 
Campari,Gianina,11/26/2023,$8.91 ,tthornewelleh@cisco.com,Timmy,341-733-8734,$9.24 ,$0.88 ,$8.37 
Sun - Dried Tomatoes,Westleigh,5/7/2023,$0.81 ,eplattsei@pagesperso-orange.fr,Ella,703-926-4705,$3.62 ,$9.47 ,$6.16 
Cream Of Tartar,Cassie,10/5/2023,$0.72 ,msibyllaej@geocities.jp,Myriam,962-621-4085,$5.03 ,$3.43 ,$5.64 
Chicken - Wieners,Ettore,6/28/2023,$8.17 ,mbolstridgeek@mediafire.com,Meredith,675-118-7541,$8.33 ,$5.55 ,$5.11 
"Marjoram - Dried, Rubbed",Christel,5/16/2023,$4.69 ,clangthorneel@census.gov,Cassius,367-592-9607,$2.34 ,$8.51 ,$6.34 
Assorted Desserts,Saw,12/28/2023,$6.45 ,mketcherem@time.com,Marla,617-491-1869,$3.51 ,$6.42 ,$5.06 
Tequila Rose Cream Liquor,Sawyer,11/26/2023,$9.02 ,igerreyen@abc.net.au,Ivie,736-636-4953,$2.15 ,$8.37 ,$9.80 
"Schnappes - Peach, Walkers",Stacy,7/31/2023,$5.36 ,wroiseneo@dot.gov,Ware,312-957-2733,$9.72 ,$2.84 ,$2.19 
Beef - Top Butt,Kikelia,10/1/2023,$5.32 ,jclemoesep@google.com,Jewell,666-263-1260,$3.25 ,$7.82 ,$8.92 
Syrup - Kahlua Chocolate,Evangelin,3/15/2023,$0.14 ,hgartineq@hatena.ne.jp,Harmonia,631-971-4200,$0.36 ,$0.84 ,$1.57 
Mix - Cocktail Ice Cream,Francene,12/11/2023,$9.93 ,emitcheler@bluehost.com,Evey,539-180-6234,$4.17 ,$1.23 ,$2.90 
Longos - Penne With Pesto,Vicki,11/28/2023,$2.01 ,lverteyes@free.fr,Laurens,669-408-0291,$8.22 ,$7.36 ,$2.47 
Lobster - Cooked,Nita,8/7/2023,$3.85 ,mmclearyet@pinterest.com,Marsiella,983-832-1434,$4.63 ,$4.90 ,$5.63 
Onions Granulated,Yance,12/1/2023,$1.48 ,sranklingeu@newyorker.com,Sebastian,943-647-1237,$4.52 ,$2.32 ,$3.67 
Bread - French Baquette,Lura,5/6/2023,$0.13 ,bskermeev@wikia.com,Bernie,232-169-7447,$2.14 ,$9.34 ,$2.15 
